Record Length,2.50E+03,,-0.0054,-0.0004
Sample Interval,2.00E-05,,-0.00538,-0.0008
Trigger Point,2.70E+02,,-0.00536,-0.0004
,,,-0.00534,-0.0004
,,,-0.00532,-0.0008
,,,-0.0053,-0.0008
Source,CH1,,-0.00528,-0.0008
Vertical Units,V,,-0.00526,-0.0004
Vertical Scale,1.00E-02,,-0.00524,-0.0004
Vertical Offset,0.00E+00,,-0.00522,0
Horizontal Units,s,,-0.0052,0.0004
Horizontal Scale,5.00E-03,,-0.00518,0
Pt Fmt,Y,,-0.00516,-0.0004
Yzero,0.00E+00,,-0.00514,-0.0008
Probe Atten,1.00E+00,,-0.00512,-0.0008
Model Number,TDS2022C,,-0.0051,0.0004
Serial Number,C031040,,-0.00508,0
Firmware Version,FV:v24.26,,-0.00506,0
,,,-0.00504,-0.0008
,,,-0.00502,-0.0008
,,,-0.005,-0.0004
,,,-0.00498,-0.0008
,,,-0.00496,-0.0012
,,,-0.00494,-0.0008
,,,-0.00492,-0.0004
,,,-0.0049,-0.0008
,,,-0.00488,-0.0004
,,,-0.00486,-0.0008
,,,-0.00484,-0.0004
,,,-0.00482,-0.0004
,,,-0.0048,0.0004
,,,-0.00478,-0.0008
,,,-0.00476,-0.0008
,,,-0.00474,-0.0012
,,,-0.00472,-0.0004
,,,-0.0047,0
,,,-0.00468,-0.0004
,,,-0.00466,-0.0008
,,,-0.00464,-0.0004
,,,-0.00462,0
,,,-0.0046,-0.0004
,,,-0.00458,-0.0008
,,,-0.00456,-0.0008
,,,-0.00454,-0.0004
,,,-0.00452,-0.0004
,,,-0.0045,-0.0004
,,,-0.00448,-0.0004
,,,-0.00446,-0.0004
,,,-0.00444,-0.0008
,,,-0.00442,-0.0004
,,,-0.0044,-0.0004
,,,-0.00438,0
,,,-0.00436,0
,,,-0.00434,-0.0008
,,,-0.00432,0
,,,-0.0043,-0.0004
,,,-0.00428,0
,,,-0.00426,-0.0004
,,,-0.00424,-0.0004
,,,-0.00422,-0.0008
,,,-0.0042,0
,,,-0.00418,0
,,,-0.00416,-0.0008
,,,-0.00414,-0.0008
,,,-0.00412,-0.0004
,,,-0.0041,-0.0008
,,,-0.00408,-0.0008
,,,-0.00406,-0.0004
,,,-0.00404,-0.0004
,,,-0.00402,-0.0004
,,,-0.004,-0.0008
,,,-0.00398,-0.0012
,,,-0.00396,-0.0012
,,,-0.00394,-0.0016
,,,-0.00392,0
,,,-0.0039,0
,,,-0.00388,0
,,,-0.00386,0.0004
,,,-0.00384,0
,,,-0.00382,-0.0004
,,,-0.0038,-0.0012
,,,-0.00378,-0.0008
,,,-0.00376,-0.0004
,,,-0.00374,-0.0008
,,,-0.00372,0.0004
,,,-0.0037,0
,,,-0.00368,-0.0004
,,,-0.00366,-0.0004
,,,-0.00364,-0.0004
,,,-0.00362,-0.0008
,,,-0.0036,-0.0008
,,,-0.00358,-0.0008
,,,-0.00356,-0.0008
,,,-0.00354,-0.0004
,,,-0.00352,-0.0008
,,,-0.0035,-0.0004
,,,-0.00348,-0.0004
,,,-0.00346,-0.0004
,,,-0.00344,-0.0008
,,,-0.00342,-0.0008
,,,-0.0034,-0.0004
,,,-0.00338,-0.0008
,,,-0.00336,-0.0004
,,,-0.00334,-0.0004
,,,-0.00332,-0.0004
,,,-0.0033,-0.0008
,,,-0.00328,-0.0004
,,,-0.00326,-0.0004
,,,-0.00324,-0.0004
,,,-0.00322,0.0004
,,,-0.0032,-0.0004
,,,-0.00318,-0.0008
,,,-0.00316,-0.0008
,,,-0.00314,-0.0008
,,,-0.00312,-0.0008
,,,-0.0031,-0.0008
,,,-0.00308,-0.0008
,,,-0.00306,-0.0008
,,,-0.00304,-0.0008
,,,-0.00302,-0.0008
,,,-0.003,-0.0004
,,,-0.00298,0
,,,-0.00296,0
,,,-0.00294,-0.0012
,,,-0.00292,-0.0008
,,,-0.0029,-0.0012
,,,-0.00288,-0.0004
,,,-0.00286,-0.0004
,,,-0.00284,-0.0004
,,,-0.00282,-0.0008
,,,-0.0028,-0.0012
,,,-0.00278,-0.0012
,,,-0.00276,-0.0008
,,,-0.00274,-0.0004
,,,-0.00272,-0.0004
,,,-0.0027,0
,,,-0.00268,0
,,,-0.00266,0
,,,-0.00264,-0.0004
,,,-0.00262,-0.0008
,,,-0.0026,-0.0012
,,,-0.00258,-0.0004
,,,-0.00256,-0.0004
,,,-0.00254,-0.0004
,,,-0.00252,-0.0004
,,,-0.0025,-0.0004
,,,-0.00248,-0.0008
,,,-0.00246,-0.0008
,,,-0.00244,-0.0004
,,,-0.00242,-0.0004
,,,-0.0024,-0.0004
,,,-0.00238,-0.0008
,,,-0.00236,-0.0004
,,,-0.00234,-0.0004
,,,-0.00232,-0.0004
,,,-0.0023,-0.0008
,,,-0.00228,-0.0008
,,,-0.00226,-0.0004
,,,-0.00224,0
,,,-0.00222,-0.0004
,,,-0.0022,-0.0008
,,,-0.00218,0
,,,-0.00216,-0.0004
,,,-0.00214,-0.0008
,,,-0.00212,-0.0008
,,,-0.0021,-0.0004
,,,-0.00208,-0.0012
,,,-0.00206,-0.0008
,,,-0.00204,-0.0004
,,,-0.00202,-0.0012
,,,-0.002,0
,,,-0.00198,0
,,,-0.00196,-0.0008
,,,-0.00194,-0.0012
,,,-0.00192,-0.0008
,,,-0.0019,-0.0004
,,,-0.00188,0
,,,-0.00186,-0.0008
,,,-0.00184,-0.0004
,,,-0.00182,-0.0004
,,,-0.0018,0
,,,-0.00178,-0.0004
,,,-0.00176,-0.0008
,,,-0.00174,-0.0008
,,,-0.00172,-0.0008
,,,-0.0017,-0.0004
,,,-0.00168,-0.0004
,,,-0.00166,0
,,,-0.00164,-0.0012
,,,-0.00162,-0.0004
,,,-0.0016,-0.0008
,,,-0.00158,-0.0008
,,,-0.00156,-0.0004
,,,-0.00154,0
,,,-0.00152,0
,,,-0.0015,0
,,,-0.00148,-0.0004
,,,-0.00146,0
,,,-0.00144,-0.0008
,,,-0.00142,-0.0008
,,,-0.0014,-0.0004
,,,-0.00138,-0.0004
,,,-0.00136,-0.0004
,,,-0.00134,-0.0004
,,,-0.00132,-0.0008
,,,-0.0013,-0.0004
,,,-0.00128,-0.0004
,,,-0.00126,0
,,,-0.00124,-0.0004
,,,-0.00122,-0.0008
,,,-0.0012,-0.0008
,,,-0.00118,0
,,,-0.00116,0
,,,-0.00114,0
,,,-0.00112,0
,,,-0.0011,0
,,,-0.00108,-0.0008
,,,-0.00106,-0.0008
,,,-0.00104,-0.0008
,,,-0.00102,-0.0008
,,,-0.001,-0.0004
,,,-0.00098,0
,,,-0.00096,-0.0008
,,,-0.00094,-0.0008
,,,-0.00092,-0.0012
,,,-0.0009,-0.0012
,,,-0.00088,-0.0012
,,,-0.00086,-0.0004
,,,-0.00084,-0.0008
,,,-0.00082,-0.0004
,,,-0.0008,-0.0008
,,,-0.00078,-0.0004
,,,-0.00076,-0.0012
,,,-0.00074,-0.0004
,,,-0.00072,-0.0004
,,,-0.0007,-0.0004
,,,-0.00068,-0.0004
,,,-0.00066,-0.0004
,,,-0.00064,-0.0008
,,,-0.00062,-0.0008
,,,-0.0006,-0.0004
,,,-0.00058,-0.0012
,,,-0.00056,-0.0008
,,,-0.00054,-0.0008
,,,-0.00052,-0.0004
,,,-0.0005,-0.0008
,,,-0.00048,-0.0008
,,,-0.00046,0
,,,-0.00044,0
,,,-0.00042,-0.0004
,,,-0.0004,-0.0008
,,,-0.00038,-0.0012
,,,-0.00036,-0.0004
,,,-0.00034,-0.0004
,,,-0.00032,0
,,,-0.0003,0
,,,-0.00028,0
,,,-0.00026,0
,,,-0.00024,-0.0004
,,,-0.00022,-0.0004
,,,-0.0002,0
,,,-0.00018,-0.0004
,,,-0.00016,-0.0004
,,,-0.00014,-0.0004
,,,-0.00012,-0.0004
,,,-0.0001,-0.0004
,,,-0.00008,-0.0008
,,,-0.00006,0.0004
,,,-0.00004,0
,,,-0.00002,0.0004
,,,0,0.0372
,,,0.00002,0.0508
,,,0.00004,0.0508
,,,0.00006,0.0504
,,,0.00008,0.0428
,,,0.0001,0.0384
,,,0.00012,0.03
,,,0.00014,0.0152
,,,0.00016,-0.0004
,,,0.00018,-0.0116
,,,0.0002,-0.0144
,,,0.00022,-0.012
,,,0.00024,-0.0056
,,,0.00026,-0.0012
,,,0.00028,-0.0004
,,,0.0003,-0.0012
,,,0.00032,-0.002
,,,0.00034,-0.0024
,,,0.00036,-0.002
,,,0.00038,-0.0008
,,,0.0004,-0.0004
,,,0.00042,-0.0008
,,,0.00044,-0.0028
,,,0.00046,-0.0036
,,,0.00048,-0.0048
,,,0.0005,-0.0044
,,,0.00052,-0.002
,,,0.00054,-0.0008
,,,0.00056,-0.0008
,,,0.00058,-0.0012
,,,0.0006,-0.002
,,,0.00062,-0.0032
,,,0.00064,-0.004
,,,0.00066,-0.0032
,,,0.00068,-0.002
,,,0.0007,-0.0012
,,,0.00072,-0.0016
,,,0.00074,-0.0012
,,,0.00076,-0.0016
,,,0.00078,-0.0024
,,,0.0008,-0.0028
,,,0.00082,-0.0028
,,,0.00084,-0.0028
,,,0.00086,-0.0024
,,,0.00088,-0.002
,,,0.0009,-0.0024
,,,0.00092,-0.002
,,,0.00094,-0.0016
,,,0.00096,-0.002
,,,0.00098,-0.0028
,,,0.001,-0.0024
,,,0.00102,-0.0024
,,,0.00104,-0.0024
,,,0.00106,-0.0016
,,,0.00108,-0.002
,,,0.0011,-0.002
,,,0.00112,-0.002
,,,0.00114,-0.0024
,,,0.00116,-0.0028
,,,0.00118,-0.0028
,,,0.0012,-0.0028
,,,0.00122,-0.002
,,,0.00124,-0.002
,,,0.00126,-0.002
,,,0.00128,-0.002
,,,0.0013,-0.0028
,,,0.00132,-0.0028
,,,0.00134,-0.0028
,,,0.00136,-0.0028
,,,0.00138,-0.0028
,,,0.0014,-0.0024
,,,0.00142,-0.0028
,,,0.00144,-0.0016
,,,0.00146,-0.0024
,,,0.00148,-0.0016
,,,0.0015,-0.0024
,,,0.00152,-0.0028
,,,0.00154,-0.002
,,,0.00156,-0.0024
,,,0.00158,-0.0016
,,,0.0016,-0.0024
,,,0.00162,-0.0032
,,,0.00164,-0.002
,,,0.00166,-0.002
,,,0.00168,-0.002
,,,0.0017,-0.0016
,,,0.00172,-0.0024
,,,0.00174,-0.0024
,,,0.00176,-0.0024
,,,0.00178,-0.0016
,,,0.0018,-0.0024
,,,0.00182,-0.0012
,,,0.00184,-0.0012
,,,0.00186,-0.002
,,,0.00188,-0.0016
,,,0.0019,-0.002
,,,0.00192,-0.0016
,,,0.00194,-0.0024
,,,0.00196,-0.0024
,,,0.00198,-0.0024
,,,0.002,-0.0028
,,,0.00202,-0.0024
,,,0.00204,-0.0024
,,,0.00206,-0.0024
,,,0.00208,-0.0024
,,,0.0021,-0.0024
,,,0.00212,-0.0028
,,,0.00214,-0.0024
,,,0.00216,-0.0024
,,,0.00218,-0.0024
,,,0.0022,-0.0024
,,,0.00222,-0.0016
,,,0.00224,-0.0016
,,,0.00226,-0.0016
,,,0.00228,-0.002
,,,0.0023,-0.002
,,,0.00232,-0.0016
,,,0.00234,-0.002
,,,0.00236,-0.002
,,,0.00238,-0.0016
,,,0.0024,-0.002
,,,0.00242,-0.0024
,,,0.00244,-0.0024
,,,0.00246,-0.0024
,,,0.00248,-0.0024
,,,0.0025,-0.002
,,,0.00252,-0.0024
,,,0.00254,-0.0028
,,,0.00256,-0.0028
,,,0.00258,-0.0024
,,,0.0026,-0.002
,,,0.00262,-0.002
,,,0.00264,-0.002
,,,0.00266,-0.002
,,,0.00268,-0.0024
,,,0.0027,-0.0016
,,,0.00272,-0.002
,,,0.00274,-0.0016
,,,0.00276,-0.002
,,,0.00278,-0.002
,,,0.0028,-0.0016
,,,0.00282,-0.0016
,,,0.00284,-0.0024
,,,0.00286,-0.0024
,,,0.00288,-0.002
,,,0.0029,-0.0016
,,,0.00292,-0.0024
,,,0.00294,-0.0024
,,,0.00296,-0.0028
,,,0.00298,-0.002
,,,0.003,-0.0024
,,,0.00302,-0.002
,,,0.00304,-0.0016
,,,0.00306,-0.0016
,,,0.00308,-0.0016
,,,0.0031,-0.002
,,,0.00312,-0.0016
,,,0.00314,-0.0024
,,,0.00316,-0.0024
,,,0.00318,-0.002
,,,0.0032,-0.002
,,,0.00322,-0.002
,,,0.00324,-0.0016
,,,0.00326,-0.0016
,,,0.00328,-0.002
,,,0.0033,-0.0028
,,,0.00332,-0.0028
,,,0.00334,-0.0016
,,,0.00336,-0.0016
,,,0.00338,-0.0016
,,,0.0034,-0.0016
,,,0.00342,-0.002
,,,0.00344,-0.0024
,,,0.00346,-0.0024
,,,0.00348,-0.0016
,,,0.0035,-0.002
,,,0.00352,-0.002
,,,0.00354,-0.0016
,,,0.00356,-0.0016
,,,0.00358,-0.002
,,,0.0036,-0.002
,,,0.00362,-0.0028
,,,0.00364,-0.0016
,,,0.00366,-0.002
,,,0.00368,-0.0024
,,,0.0037,-0.002
,,,0.00372,-0.0024
,,,0.00374,-0.0024
,,,0.00376,-0.002
,,,0.00378,-0.0012
,,,0.0038,-0.002
,,,0.00382,-0.002
,,,0.00384,-0.002
,,,0.00386,-0.002
,,,0.00388,-0.0024
,,,0.0039,-0.0016
,,,0.00392,-0.002
,,,0.00394,-0.002
,,,0.00396,-0.002
,,,0.00398,-0.0024
,,,0.004,-0.0028
,,,0.00402,-0.0028
,,,0.00404,-0.0024
,,,0.00406,-0.002
,,,0.00408,-0.0024
,,,0.0041,-0.002
,,,0.00412,-0.0024
,,,0.00414,-0.0028
,,,0.00416,-0.002
,,,0.00418,-0.0016
,,,0.0042,-0.002
,,,0.00422,-0.0016
,,,0.00424,-0.002
,,,0.00426,-0.002
,,,0.00428,-0.002
,,,0.0043,-0.002
,,,0.00432,-0.0028
,,,0.00434,-0.0032
,,,0.00436,-0.0024
,,,0.00438,-0.002
,,,0.0044,-0.0012
,,,0.00442,-0.002
,,,0.00444,-0.0024
,,,0.00446,-0.0024
,,,0.00448,-0.0028
,,,0.0045,-0.0028
,,,0.00452,-0.0024
,,,0.00454,-0.0028
,,,0.00456,-0.0024
,,,0.00458,-0.0028
,,,0.0046,-0.002
,,,0.00462,-0.0024
,,,0.00464,-0.002
,,,0.00466,-0.002
,,,0.00468,-0.002
,,,0.0047,-0.002
,,,0.00472,-0.0024
,,,0.00474,-0.002
,,,0.00476,-0.0012
,,,0.00478,-0.002
,,,0.0048,-0.0024
,,,0.00482,-0.002
,,,0.00484,-0.0016
,,,0.00486,-0.0016
,,,0.00488,-0.0016
,,,0.0049,-0.0016
,,,0.00492,-0.002
,,,0.00494,-0.002
,,,0.00496,-0.0016
,,,0.00498,-0.002
,,,0.005,-0.002
,,,0.00502,-0.0024
,,,0.00504,-0.002
,,,0.00506,-0.0024
,,,0.00508,-0.002
,,,0.0051,-0.002
,,,0.00512,-0.0016
,,,0.00514,-0.0024
,,,0.00516,-0.002
,,,0.00518,-0.0028
,,,0.0052,-0.0024
,,,0.00522,-0.0024
,,,0.00524,-0.0024
,,,0.00526,-0.0024
,,,0.00528,-0.0024
,,,0.0053,-0.002
,,,0.00532,-0.0024
,,,0.00534,-0.002
,,,0.00536,-0.002
,,,0.00538,-0.002
,,,0.0054,-0.0016
,,,0.00542,-0.002
,,,0.00544,-0.002
,,,0.00546,-0.002
,,,0.00548,-0.002
,,,0.0055,-0.002
,,,0.00552,-0.0024
,,,0.00554,-0.0016
,,,0.00556,-0.0012
,,,0.00558,-0.0024
,,,0.0056,-0.0024
,,,0.00562,-0.0016
,,,0.00564,-0.0024
,,,0.00566,-0.002
,,,0.00568,-0.002
,,,0.0057,-0.0016
,,,0.00572,-0.0016
,,,0.00574,-0.002
,,,0.00576,-0.002
,,,0.00578,-0.0024
,,,0.0058,-0.0016
,,,0.00582,-0.0012
,,,0.00584,-0.0024
,,,0.00586,-0.002
,,,0.00588,-0.002
,,,0.0059,-0.0016
,,,0.00592,-0.002
,,,0.00594,-0.002
,,,0.00596,-0.002
,,,0.00598,-0.0016
,,,0.006,-0.0016
,,,0.00602,-0.002
,,,0.00604,-0.002
,,,0.00606,-0.002
,,,0.00608,-0.0016
,,,0.0061,-0.002
,,,0.00612,-0.0028
,,,0.00614,-0.0024
,,,0.00616,-0.002
,,,0.00618,-0.002
,,,0.0062,-0.002
,,,0.00622,-0.002
,,,0.00624,-0.0016
,,,0.00626,-0.0024
,,,0.00628,-0.0016
,,,0.0063,-0.002
,,,0.00632,-0.002
,,,0.00634,-0.0012
,,,0.00636,-0.002
,,,0.00638,-0.002
,,,0.0064,-0.0024
,,,0.00642,-0.0012
,,,0.00644,-0.0012
,,,0.00646,-0.0016
,,,0.00648,-0.0016
,,,0.0065,-0.002
,,,0.00652,-0.002
,,,0.00654,-0.002
,,,0.00656,-0.002
,,,0.00658,-0.002
,,,0.0066,-0.002
,,,0.00662,-0.002
,,,0.00664,-0.0024
,,,0.00666,-0.0024
,,,0.00668,-0.0016
,,,0.0067,-0.002
,,,0.00672,-0.002
,,,0.00674,-0.0016
,,,0.00676,-0.002
,,,0.00678,-0.0016
,,,0.0068,-0.0024
,,,0.00682,-0.002
,,,0.00684,-0.0016
,,,0.00686,-0.002
,,,0.00688,-0.0016
,,,0.0069,-0.0016
,,,0.00692,-0.0016
,,,0.00694,-0.0016
,,,0.00696,-0.0024
,,,0.00698,-0.002
,,,0.007,-0.002
,,,0.00702,-0.0024
,,,0.00704,-0.0024
,,,0.00706,-0.0012
,,,0.00708,-0.0012
,,,0.0071,-0.002
,,,0.00712,-0.002
,,,0.00714,-0.0016
,,,0.00716,-0.0024
,,,0.00718,-0.002
,,,0.0072,-0.002
,,,0.00722,-0.002
,,,0.00724,-0.0016
,,,0.00726,-0.0024
,,,0.00728,-0.002
,,,0.0073,-0.0024
,,,0.00732,-0.002
,,,0.00734,-0.0012
,,,0.00736,-0.0012
,,,0.00738,-0.002
,,,0.0074,-0.0016
,,,0.00742,-0.0016
,,,0.00744,-0.0012
,,,0.00746,-0.002
,,,0.00748,-0.0016
,,,0.0075,-0.0012
,,,0.00752,-0.0016
,,,0.00754,-0.0024
,,,0.00756,-0.002
,,,0.00758,-0.002
,,,0.0076,-0.0016
,,,0.00762,-0.002
,,,0.00764,-0.0016
,,,0.00766,-0.0016
,,,0.00768,-0.002
,,,0.0077,-0.0016
,,,0.00772,-0.002
,,,0.00774,-0.002
,,,0.00776,-0.0016
,,,0.00778,-0.0012
,,,0.0078,-0.0012
,,,0.00782,-0.002
,,,0.00784,-0.002
,,,0.00786,-0.0016
,,,0.00788,-0.0016
,,,0.0079,-0.0016
,,,0.00792,-0.002
,,,0.00794,-0.0016
,,,0.00796,-0.002
,,,0.00798,-0.0016
,,,0.008,-0.002
,,,0.00802,-0.0016
,,,0.00804,-0.0016
,,,0.00806,-0.0008
,,,0.00808,-0.0012
,,,0.0081,-0.0016
,,,0.00812,-0.0016
,,,0.00814,-0.002
,,,0.00816,-0.0016
,,,0.00818,-0.0016
,,,0.0082,-0.0016
,,,0.00822,-0.0016
,,,0.00824,-0.0016
,,,0.00826,-0.002
,,,0.00828,-0.0024
,,,0.0083,-0.0016
,,,0.00832,-0.002
,,,0.00834,-0.0016
,,,0.00836,-0.002
,,,0.00838,-0.0024
,,,0.0084,-0.002
,,,0.00842,-0.002
,,,0.00844,-0.0012
,,,0.00846,-0.0028
,,,0.00848,-0.0024
,,,0.0085,-0.002
,,,0.00852,-0.0008
,,,0.00854,-0.0016
,,,0.00856,-0.0016
,,,0.00858,-0.0012
,,,0.0086,-0.0016
,,,0.00862,-0.0016
,,,0.00864,-0.0016
,,,0.00866,-0.002
,,,0.00868,-0.002
,,,0.0087,-0.002
,,,0.00872,-0.0016
,,,0.00874,-0.002
,,,0.00876,-0.0016
,,,0.00878,-0.0024
,,,0.0088,-0.0028
,,,0.00882,-0.0016
,,,0.00884,-0.0012
,,,0.00886,-0.0016
,,,0.00888,-0.002
,,,0.0089,-0.0012
,,,0.00892,-0.0012
,,,0.00894,-0.0024
,,,0.00896,-0.0024
,,,0.00898,-0.0016
,,,0.009,-0.0016
,,,0.00902,-0.0016
,,,0.00904,-0.002
,,,0.00906,-0.002
,,,0.00908,-0.0012
,,,0.0091,-0.0012
,,,0.00912,-0.0016
,,,0.00914,-0.002
,,,0.00916,-0.0016
,,,0.00918,-0.0016
,,,0.0092,-0.0016
,,,0.00922,-0.002
,,,0.00924,-0.0012
,,,0.00926,-0.0016
,,,0.00928,-0.0012
,,,0.0093,-0.0016
,,,0.00932,-0.002
,,,0.00934,-0.002
,,,0.00936,-0.002
,,,0.00938,-0.002
,,,0.0094,-0.0024
,,,0.00942,-0.002
,,,0.00944,-0.002
,,,0.00946,-0.0016
,,,0.00948,-0.0016
,,,0.0095,-0.0012
,,,0.00952,-0.002
,,,0.00954,-0.0016
,,,0.00956,-0.0008
,,,0.00958,-0.0016
,,,0.0096,-0.002
,,,0.00962,-0.002
,,,0.00964,-0.0016
,,,0.00966,-0.002
,,,0.00968,-0.0016
,,,0.0097,-0.0012
,,,0.00972,-0.002
,,,0.00974,-0.002
,,,0.00976,-0.0012
,,,0.00978,-0.0016
,,,0.0098,-0.0012
,,,0.00982,-0.0012
,,,0.00984,-0.0016
,,,0.00986,-0.0016
,,,0.00988,-0.0008
,,,0.0099,-0.0012
,,,0.00992,-0.0016
,,,0.00994,-0.0012
,,,0.00996,-0.0016
,,,0.00998,-0.0012
,,,0.01,-0.0016
,,,0.01002,-0.0016
,,,0.01004,-0.0012
,,,0.01006,-0.0016
,,,0.01008,-0.0016
,,,0.0101,-0.0012
,,,0.01012,-0.002
,,,0.01014,-0.002
,,,0.01016,-0.0016
,,,0.01018,-0.002
,,,0.0102,-0.0012
,,,0.01022,-0.0016
,,,0.01024,-0.0016
,,,0.01026,-0.002
,,,0.01028,-0.0016
,,,0.0103,-0.0012
,,,0.01032,-0.0012
,,,0.01034,-0.002
,,,0.01036,-0.0024
,,,0.01038,-0.002
,,,0.0104,-0.0016
,,,0.01042,-0.0012
,,,0.01044,-0.0012
,,,0.01046,-0.0016
,,,0.01048,-0.002
,,,0.0105,-0.002
,,,0.01052,-0.002
,,,0.01054,-0.002
,,,0.01056,-0.0012
,,,0.01058,-0.002
,,,0.0106,-0.0012
,,,0.01062,-0.0016
,,,0.01064,-0.0012
,,,0.01066,-0.0016
,,,0.01068,-0.0016
,,,0.0107,-0.002
,,,0.01072,-0.002
,,,0.01074,-0.002
,,,0.01076,-0.0016
,,,0.01078,-0.002
,,,0.0108,-0.002
,,,0.01082,-0.0012
,,,0.01084,-0.0016
,,,0.01086,-0.0016
,,,0.01088,-0.0024
,,,0.0109,-0.002
,,,0.01092,-0.002
,,,0.01094,-0.0012
,,,0.01096,-0.0016
,,,0.01098,-0.0012
,,,0.011,-0.0016
,,,0.01102,-0.0016
,,,0.01104,-0.0016
,,,0.01106,-0.0012
,,,0.01108,-0.0012
